"County Code","County Name","District Code","District Name","Total Enrollment","White","Black","Hispanic","Asian","Native American","Hawaiian Native","Two Or More Races","%Free Lunch","%Reduced Lunch","Pre-K","Kindergarten","First Grade","Second Grade","Third Grade","Fourth Grade","Fifth Grade","Sixth Grade","Seventh Grade","Eighth Grade","Ninth Grade","Tenth Grade","Eleventh Grade","Twelfth Grade"
"05","Burlington","1030","Delanco Twp",-2.5,-6.7,4,8.3,0,NA,0,-6.7,1.6,-1.8,NA,-12.5,2.4,-15.6,9.5,-19.1,28.2,-28.3,-3.4,31.7,NA,NA,NA,NA
"05","Burlington","1060","Delran Twp",-2.3,-2,-9.2,0.8,-11.9,0,33.3,5.7,-0.599999999999998,-0.8,-81.5,-14.4,1.5,1,4.5,-12.8,3.1,-6.1,12.9,-7.8,5.1,-17.8,14.7,4.6
"05","Burlington","1250","Eastampton Twp",-2.3,-5.8,3.3,1,-35.3,0,-100,18.2,-2.5,0.6,NA,7,0,20.8,-25.8,-6.8,-6,13.3,-21.3,7.4,NA,NA,NA,NA
"05","Burlington","1280","Edgewater Park Twp",-2.3,-2.8,-0.7,-6,10,NA,NA,7,-4.5,-1.2,26.3,10.3,-35.3,-1.1,-16.3,20.2,-19.4,2.1,-6.7,11.5,NA,NA,NA,NA
"05","Burlington","1420","Evesham Twp",-3.8,-6,2.7,3.1,-0.2,10,-8.3,13.3,-0.9,-0.5,-34.5,-22.7,4.9,6.8,-7.1,-3.1,4.6,-12.5,2,-1.2,NA,NA,NA,NA
"05","Burlington","1520","Florence Twp",-5.7,-9.6,-4.9,14.7,-2.4,0,-20,0,-4.7,-2.2,-56.8,-11.1,-18.5,-3.7,-25.4,5.3,-3.8,20,-27.5,-0.7,-11.4,11.3,13.9,-10.5
"05","Burlington","1910","Hainesport Twp",-8.4,-9.8,0,-14.6,27.8,-66.7,0,-19,-2.7,-2.3,-87.5,-7,-19,20.5,-14.5,-5.1,-15.1,13.4,4.8,-23.4,NA,NA,NA,NA
"05","Burlington","2610","Lenape Regional",-0.4,-2.7,-4.8,14.2,0.2,133.3,-8.7,65.4,-0.6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-4.8,-1.9,5.7
"05","Burlington","2850","Lumberton Twp",-7.6,-10,-10.2,-6.2,-5.4,-50,0,8.5,-1.9,1.2,NA,-12.6,8,1,-2.8,6,-27.9,0.7,-17.8,-8,NA,NA,NA,NA
"05","Burlington","2960","Mansfield Twp",-8.3,-10.9,3.7,2.8,-7,0,NA,-14.8,0.3,-0.7,0,-44,33.9,-6.5,0,-7,0,-25.3,NA,NA,NA,NA,NA,NA
"05","Burlington","3010","Maple Shade Twp",-1,-2.2,-0.3,-1.2,8.9,-100,NA,0.8,-2.2,-0.299999999999999,-9.7,0.5,4.3,-5.7,-3.4,-1.8,11.1,-10.9,19.2,15.4,11.9,8.3,-19.4,10.1
"05","Burlington","3070","Medford Lakes Boro",-7.8,-7.6,0,-16.7,-50,NA,NA,0,1.2,0,-80.8,0,10.6,-4,-3.8,-15.6,12.7,17.8,-39.1,4.3,NA,NA,NA,NA
"05","Burlington","3080","Medford Twp",-6,-6.8,21.4,0.6,-11.7,NA,-33.3,-4.5,-1,-0.5,-50,-11.5,-1.1,-5.5,1.9,-9.7,-4,-10.8,9.5,-19.1,NA,NA,NA,NA
"05","Burlington","3360","Moorestown Twp",-3.6,-5.3,-10.6,1.9,-1.2,-66.7,NA,11,-0.5,-0.6,-36.4,-13.9,3.8,-16,13,-18.1,-6.1,5.5,-14.3,2.1,-2.4,0,4.9,7.3
"05","Burlington","3430","Mount Holly Twp",-3.5,-13.9,0,-4.4,19,-33.3,-20,23.8,-1.9,0.6,-30,-20.2,1.9,6.4,-13.3,12.8,-5.6,-2.7,18.9,-14.5,NA,NA,NA,NA
"05","Burlington","3440","Mount Laurel Twp",-4.3,-8,0.2,1.5,-3.2,16.7,-18.2,6,-0.700000000000001,-0.4,-50.7,-13.7,8.1,-13.7,-3.2,0.2,-6.4,-4.7,8.4,-4.7,NA,NA,NA,NA
"05","Burlington","3540","New Hanover Twp",-6.2,-14.5,-7.4,4.8,-50,-100,NA,5.3,-6.2,-0.2,-35.7,-31.8,28.6,-28.6,-32,25,5.9,-15,35.7,30,NA,NA,NA,NA
"05","Burlington","3650","North Hanover Twp",-6.2,-11.8,3.8,4.8,-9.1,0,-28.6,-2,-0.699999999999999,-2.1,-23.5,-8.9,9.9,-8.5,15,3.4,-12.2,-16.3,NA,NA,NA,NA,NA,NA
"05","Burlington","3690","Northern Burlington Reg",-1,-1.8,-2,0.4,1.5,100,-10,1.9,-0.5,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,1.6,-8.4,-4.1,4.6,14,-11.6
"05","Burlington","3920","Palmyra Boro",1.4,0,-5.5,6.7,11.1,200,-20,13.6,-1,-1.9,33.3,-3.5,-3.3,-1.7,9.1,-1.8,-15.6,-16.4,-4.2,11.5,0,0,13.5,34.4
"05","Burlington","4050","Pemberton Twp",-4.8,-6.7,-4.2,-1.7,-10.3,-7.1,0,1.1,-8.2,-3,-19.6,-19.4,-0.9,-1.6,-15.6,-7.2,-0.6,-3.2,-6.8,14.5,-0.3,10.8,-2.6,9.2
"05","Burlington","4320","Rancocas Valley Regional",1.3,-1.9,3.2,8.2,-23.3,0,-100,44.9,-0.5,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.2,1.4,0.2
"05","Burlington","4450","Riverside Twp",-4.6,-9.1,-3.1,2,-33.3,-100,0,40,-3.6,0.5,-40.4,6.7,-15.4,13.3,-2.2,-11.3,-17.9,19.6,-3.8,20.9,-14.7,16.1,-11.8,-9.2
"05","Burlington","4460","Riverton",-4.3,-5.8,0,8.7,-50,NA,-50,22.2,1.5,-0.2,-33.3,-15.2,33.3,-13.8,-12.1,-8.3,12.5,-24.4,39.3,-15.6,NA,NA,NA,NA
"05","Burlington","4740","Shamong Twp",-5.3,-5.8,-16.7,3.9,0,NA,NA,-14.8,-1.5,0,-95.2,4.5,0,-10.5,-2.7,-3.9,-6,0,-5.6,-4.3,NA,NA,NA,NA
"05","Burlington","4930","Southampton Township School District",1.6,1.4,14.3,4.9,0,NA,0,-5,-3.4,-0.6,NA,10.5,-21.1,8.5,19.4,-3.9,1.3,8.1,-4.9,-5.7,NA,NA,NA,NA
"05","Burlington","5010","Springfield Twp",-7,-11.4,7.7,21.1,0,NA,0,20,2.1,0,-37.5,-25.6,2.6,45.8,-11.1,13,-17.9,-14.3,NA,NA,NA,NA,NA,NA
"05","Burlington","5130","Tabernacle Twp",-1.8,-1.2,-36.4,-3.4,0,-100,0,12.5,-1.5,-0.2,-31.2,4.7,5.1,-25.9,29,-12.7,-11.4,7.9,-12.6,18.1,NA,NA,NA,NA
"05","Burlington","5720","Westampton",-4,-10.8,0,0,12.3,NA,-100,-7.7,2.2,0.2,-19.2,-1.1,-18.2,9.7,-27.7,11.5,2.9,-5.6,-8.8,15.6,NA,NA,NA,NA
"05","Burlington","5805","Willingboro Twp",-1.2,-4.9,-4.1,10.4,-22.2,22.2,-14.3,38.8,0.5,2.2,-5.5,-11.6,-6,8.8,-9.1,-8.9,5.6,-5.5,5.6,14.9,24.4,21,-26.6,13.1
"05","Burlington","5890","Woodland Twp",-12.6,-12.5,0,-25,NA,NA,NA,0,-1.2,0.3,NA,-56.2,77.8,10,-41.2,63.6,-7.1,27.3,-54.5,-24,NA,NA,NA,NA
"07","Camden","0150","Audubon Public School Disrict",-1.9,-2.4,11.9,-0.9,-20,66.7,0,3.4,-1,-1.2,-68.4,-1.2,-9.6,-3.6,-20.4,17.2,11.2,-19.2,-8.7,27.4,0,-6.2,-10.5,13
"07","Camden","0190","Barrington Boro",-5.7,-6.9,3.6,-7.7,-4,50,-25,9.1,0.399999999999999,-0.0999999999999996,200,-17.2,-3.6,-12.1,4.5,-4.6,22.2,-14.3,1.6,-16.9,NA,NA,NA,NA
"07","Camden","0260","Bellmawr Boro",-3.5,-6.3,23.1,2,-4.4,NA,0,-7.7,-2.40000000000001,-2.4,-9.2,10.7,7.4,-27.9,9.6,0.9,-9.2,4.6,2.8,-8.6,NA,NA,NA,NA
"07","Camden","0330","Berlin Boro",-0.4,1.4,11.8,-52.7,16,100,NA,21.4,0.4,-0.3,0,-1.4,-3.9,17.1,-12.5,-10.3,-7.3,36.7,-18.2,34.8,NA,NA,NA,NA
"07","Camden","0340","Berlin Twp",-7.1,-5.1,-6.4,-13,-5.5,NA,NA,-18.2,3.7,0.0999999999999996,-46.9,-32.9,-15.1,11.1,8.2,18,-31.6,8.5,-5.7,11.1,NA,NA,NA,NA
"07","Camden","0390","Black Horse Pike Regional",-2.3,-5.8,-1.3,2.1,-5,200,37.5,78,-2.4,-0.899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.7,4.6,-1.1,-5.5
"07","Camden","0580","Brooklawn Boro",-1.4,-6.5,24.2,-7.1,8.3,100,-33.3,12.5,4.5,-0.3,-11.8,-10,-43.6,63.6,0,-3,-13.9,24.1,-22.2,6.9,NA,NA,NA,NA
"07","Camden","0680","Camden City",-8.2,-10.6,-8.3,-8.6,-6.1,0,250,5.3,10,-0.7,-37.5,-6.8,-8.2,11.9,-7.1,13.4,-10.5,5.6,1,-2.5,-20.2,7.3,-20.8,2.9
"07","Camden","0700","Camden County Vocational",7.4,13.5,2.1,4.9,26.2,0,0,11.4,-6.40000000000001,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,-4.8,-3.2,33.5
"07","Camden","0800","Cherry Hill Twp",-3.5,-5.3,2.9,-1.4,-4,18.2,-24.1,2.9,2,-1.4,-31.1,-16.4,13.9,-12.4,1.3,-8.4,1.9,-10.2,-1.5,-3.9,2.6,-7.8,0.4,3.2
"07","Camden","0880","Clementon Boro",5.1,0,-4.2,15.1,50,NA,NA,5.3,-2.2,-1.7,-33.3,13.7,10.2,-3.7,22,-23,42.9,-10.4,-8.2,46.3,NA,NA,NA,NA
"07","Camden","0940","Collingswood Boro",2.3,1.3,-1.2,5.4,12,16.7,-100,5.4,0,-1.3,-9,-17.5,14,6.1,0,-15.7,5.8,20.6,-5.6,8.9,10.1,11.5,-10.2,0.6
"07","Camden","1255","Eastern Camden County Reg",-0.1,-2.3,5.2,15.4,-9.4,150,100,15.4,-3.3,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,4.1,4,-8
"07","Camden","1720","Gibbsboro Boro",3.8,-8.8,200,10.5,21.4,NA,NA,9.1,0.399999999999999,-2.4,-26.7,-4.2,-7.7,-3.8,45,41.2,-10,3,40.7,10.7,NA,NA,NA,NA
"07","Camden","1770","Gloucester City",0.4,-2.8,8.7,1.8,-4.2,0,0,500,0.399999999999999,-0.2,-24.6,-67.1,382.4,1.3,-1.5,-2.1,5,-20.1,35.5,24,4.4,0,15.2,1.8
"07","Camden","1780","Gloucester Twp",0.1,-3.6,-0.4,11.5,-4.2,38.5,-22.2,12.1,-1.4,-0.7,116.4,-7,3,-1.5,-5.9,5,-5.3,0.3,-5.4,1.2,NA,NA,NA,NA
"07","Camden","1799","Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",17.3,-16.7,16.6,20.2,0,-13.3,0,10,-1.10000000000001,1.5,NA,-0.8,12.5,16,21,5.6,-23.5,11.3,-8.7,3.1,NA,NA,NA,NA
"07","Camden","1801","Camden Prep, Inc.",6.5,-50,6,8.2,NA,NA,NA,NA,3.7,-2,NA,-33.8,2.1,-10,30,37.6,0,44.6,0,66.7,NA,NA,NA,NA
"07","Camden","1802","Mastery Schools Of Camden, Inc.",4,42.9,-5,6.8,20,-40,0,54.5,-1.59999999999999,1.2,NA,-19.5,0.4,3.1,0,1.3,-2.2,0,8,16.2,-27.3,20.7,45.2,82.7
"07","Camden","1880","Haddon Heights Boro",0.9,2.1,3.6,1.4,-3.1,33.3,NA,-24.4,-2.9,-0.7,-23.5,-17.6,-17.1,6.3,19.4,-17.6,-7.6,-4.9,-11.4,23,-2.8,-0.5,29,-2.3
"07","Camden","1890","Haddon Twp",-4.3,-5.2,-6.1,0,-3.1,0,0,4.1,-0.199999999999999,-1,-40.3,-8.2,-2.1,-9.9,10.2,-10.3,-20.1,1.2,7.3,0,-11.5,10.9,-11.4,8.7
"07","Camden","1900","Haddonfield Boro",-2.4,-2.5,-2.6,-8.4,2.1,-33.3,0,1.9,0,-0.3,-34.9,1.4,-12.5,-2.6,-8.2,6.2,-11.6,22,-21,1.8,3.3,-8.5,9.7,-1
"07","Camden","2540","Laurel Springs Boro",-6.7,-15.1,13.6,30,-100,NA,NA,-10,3.5,-1,-31.6,-46.2,0,10,-30.4,14.3,-37,-14.7,NA,NA,NA,NA,NA,NA
"07","Camden","2560","Lawnside Boro",0.7,-20,3.6,-1.9,50,NA,NA,-20,-5.5,0,20.5,-31.4,-13.3,-19.4,12.5,-31,40.9,-23.3,-6.7,21.7,NA,NA,NA,NA
"07","Camden","2670","Lindenwold Boro",-2.8,-13.1,-2.7,-1.1,-9.8,-50,-33.3,2.1,-0.399999999999991,0.6,-22.6,-14.9,12.4,-4.6,0.4,-4,-16.1,3.9,-8.1,3,-23.3,48.1,-16,5
"07","Camden","2890","Magnolia Boro",-6.9,-5.1,-20.2,0,-8.3,NA,NA,0,-3,-1,5,-16.3,-7.7,-14,27.3,-33.3,-20,39.5,2.7,-18.2,NA,NA,NA,NA
"07","Camden","3110","Merchantville Boro",-6.3,1.3,-18.3,-19,-13.3,NA,0,35.7,-1,0,10,-31.8,14.6,-11.6,-6.8,-2.3,-16,2,2.3,-11.8,NA,NA,NA,NA
"07","Camden","3420","Mount Ephraim Boro",0,-0.3,0,11.1,0,NA,NA,-20,0,1.2,34.4,-30.2,15.4,-14.9,4.7,-14.5,20.5,-21.6,23.5,-3.3,NA,NA,NA,NA
"07","Camden","3770","Oaklyn Boro",-1.8,-5.3,27.3,7.4,-18.8,NA,NA,166.7,-1.3,-0.9,-12.5,-27.7,29.4,-7.5,36.7,-17.6,6.1,NA,NA,NA,NA,NA,NA,NA
"07","Camden","4060","Pennsauken Twp",-1.4,-6.4,-7.9,2.9,-2.1,0,0,4.5,-35.4,-4.5,6.4,-14.6,11.5,-12.5,-11,2.2,-0.3,-2.6,0.6,3.4,-8.6,11.7,18.7,0.7
"07","Camden","4110","Pine Hill Boro",-3.9,-8,-6.3,4.9,2.1,-40,-100,20,2.3,-2.6,-44.4,-25.2,4.7,-17.3,18,-27,18.4,0,-4,1.8,4.6,9.3,2.2,-18
"07","Camden","4590","Runnemede Boro",-1.9,-3.4,35.5,2.5,-12.5,NA,NA,-9.5,0.199999999999999,0.0999999999999996,-18.2,9.6,6.1,-16.3,-5.8,2.4,6.3,0,-1.1,3.6,NA,NA,NA,NA
"07","Camden","4790","Somerdale Boro",-5.7,-7.6,-6.7,-9.8,17.4,-100,NA,8.6,3.8,-0.5,-35.7,20.5,-16,21.1,-31.1,-20.8,-21.9,12.7,1.7,7.7,NA,NA,NA,NA
"07","Camden","5035","Sterling High School Dist",-1,-2.8,4,6.7,-2.5,100,0,-25.6,2.4,-0.699999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,-19.8,12.1,10.2
"07","Camden","5080","Stratford Boro",-4.2,-7.5,14.1,10.5,7.3,-100,0,-44.4,-1.8,-1.7,2.6,5.5,13.6,-11.5,-87,148.2,-6.4,-20.7,35.7,266.7,NA,NA,NA,NA
"07","Camden","5400","Voorhees Twp",-1.3,-4,-1.9,15.2,0,0,-12.5,-3.6,0.9,-0.6,-30.2,-15,-0.3,-2.2,2.5,14,-6,3.7,-2.7,-0.6,NA,NA,NA,NA
"07","Camden","5560","Waterford Twp",-2.4,-4.4,21.7,-1.9,25,0,-100,15.2,0.599999999999998,-0.8,-24.6,-7.8,24.7,-22,5.7,-6.9,19.4,7.5,NA,NA,NA,NA,NA,NA
"07","Camden","5820","Winslow Twp",-3.4,-8.2,-2.7,0.7,-5,-17.4,12.5,-3.5,-3.2,-0.7,-29,-8.9,-13.8,4.3,-3.8,-5.1,6.8,-7,6.1,-5.8,11.6,-0.4,-6.8,3.9
"07","Camden","5900","Woodlynne Boro",-0.8,-30.8,-9.4,5.2,0,NA,-100,-25,0.299999999999997,-2.9,-3.8,-34.7,53.3,-17.1,-5.7,9.1,-21.7,0,2.2,64.5,NA,NA,NA,NA
"09","Cape May","0170","Avalon Boro",-10.5,-10.4,0,-28.6,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,-46.7,-12.5,-17.6,23.1,NA,NA,NA,NA
"09","Cape May","0710","Cape May City",3.4,-6.2,50,22.2,-50,0,0,NA,-10.5,3.5,-19.2,-26.7,27.8,-5,26.7,-6.2,50,40,NA,NA,NA,NA,NA,NA
"09","Cape May","0715","Cape May Co Special Serv",0.2,-2.4,-3.8,6.7,100,0,NA,NA,-2.4,0,-27.3,250,-28.6,-50,40,-57.1,40,-28.6,900,-75,-75,0,-20,0
"09","Cape May","0720","Cape May County Vocational School District",-2,-4.8,0,9.6,-8.3,NA,0,1400,-1.8,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,-11.8,-9.6,1.9
"09","Cape May","1080","Dennis Twp",3.2,3.6,37.5,-9.1,-33.3,0,NA,-50,-3.2,-1.5,27.9,8.6,-9.7,10.7,-6.9,-21.5,25.9,-5.4,1.9,1.9,NA,NA,NA,NA
"09","Cape May","2820","Lower Cape May Regional",-4.7,-6.2,-2.7,7.7,-37.5,0,50,-12.5,-11.3,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,-4.2,5.2,-5.2,-7.4,6.4,-20.6
"09","Cape May","2840","Lower Twp",-7.1,-8,-17.5,2.8,-10,-66.7,0,133.3,-0.799999999999997,-2.4,3.5,-1,2.8,-21.1,5.6,-19.1,-1.5,-19.3,NA,NA,NA,NA,NA,NA
"09","Cape May","3130","Middle Twp",-2.1,-3.8,-4.4,2.7,1.7,-66.7,NA,19.8,2.5,-0.0999999999999996,-16.1,-4,-4.6,9.6,-7.8,-4,-6.1,5.7,4.7,-3.3,3.1,-6.4,16.8,-17.9
"09","Cape May","3680","North Wildwood City",-8.5,-7.4,NA,-28.6,-100,NA,NA,10,-4.1,1.1,-21.4,0,130,-47.8,-10.5,-17.4,-4.3,0,0,-28,NA,NA,NA,NA
"09","Cape May","3780","Ocean City",-3.4,-3.5,-10.8,-4.7,14.8,-28.6,-50,55,-5.4,0,-16.7,-11.9,-21.6,-1.5,-18.1,-21.8,-26.7,-8.7,-12.2,4.7,7.1,2.7,-7.1,7.1
"09","Cape May","5060","Stone Harbor Boro",3.4,-1.2,NA,-50,NA,NA,NA,NA,0,0,NA,25,-26.1,9.5,16.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA
"09","Cape May","5340","Upper Twp",-6.7,-7.5,-37.5,28.9,33.3,-100,-50,-12.5,0.800000000000001,-0.6,-3.1,-29,27.2,-17.9,-11.3,-10.8,0.6,1.2,11.8,-11.7,NA,NA,NA,NA
"09","Cape May","5610","West Cape May Boro",-15.1,-12.7,-66.7,-11.1,NA,NA,0,-100,-2,-0.9,-100,-9.1,-25,25,-42.9,-25,-26.7,133.3,NA,NA,NA,NA,NA,NA
"09","Cape May","5790","Wildwood City",-7.4,-2.7,-17.9,-7.7,-30,NA,0,400,-2.09999999999999,0.7,-31.6,-20.9,-22.1,-16.2,28.8,-15.3,-16.7,6.8,-7.8,12,0,3.2,8.2,0
"09","Cape May","5800","Wildwood Crest Boro",-5.6,-5.7,-50,7.1,-50,NA,NA,0,1.1,1.3,-40,23.8,-50,33.3,18.2,-21.4,26.1,20,-38.7,47.6,NA,NA,NA,NA
"09","Cape May","5840","Woodbine Boro",-5,-11.5,-8.6,2.1,NA,NA,NA,-12.5,37.6,11,-16.3,400,-48,-17.2,12,0,-9.1,5.6,50,-52.9,NA,NA,NA,NA
"11","Cumberland","0540","Bridgeton City",-5.1,-12.4,-8,-3.8,33.3,-11.8,NA,-11,-2.30000000000001,0.600000000000001,-52.1,-1.5,-3.7,-5.9,2.6,-3.8,-4.5,-1.5,2,-1.9,5.6,15.3,13.3,11.9
"11","Cumberland","0950","Commercial Twp",-10.9,-12.1,-9.5,-10.3,0,NA,0,7.1,-6,-1,-50,-13.2,-12.7,19.5,-10.9,17.1,-21.4,30.8,-14.6,-24,NA,NA,NA,NA
"11","Cumberland","0995","Cumberland Co Vocational",2.6,3.9,-16.1,5.5,42.9,-50,NA,-45.5,-8.1,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,10,-1.8,-2.2
"11","Cumberland","0997","Cumberland Regional",3.4,0.2,-5.1,11.9,-20,112.5,0,12.1,-1.8,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,-7.1,23,-1.8
"11","Cumberland","1020","Deerfield Twp",1.1,-4.9,3.2,6.2,NA,NA,NA,11.1,0.199999999999996,-4.6,-8.7,-8.3,4.2,9.5,4.2,-3.2,28,-31.4,3,14.3,NA,NA,NA,NA
"11","Cumberland","1120","Downe Twp",-6.3,-9,75,-14.3,NA,NA,NA,14.3,-1.9,-0.8,-33.3,-5.6,-21.1,280,-55.6,-11.8,28.6,-25,41.7,-11.8,NA,NA,NA,NA
"11","Cumberland","1460","Fairfield Twp",-13,-7.9,-15.5,-8.2,NA,-14.3,NA,-20.8,-3.2,0,-42.1,-20.9,-33.3,0,4.4,-21.3,3.6,6.2,-15,6.8,NA,NA,NA,NA
"11","Cumberland","1820","Greenwich Twp",-6,-7.7,-9.1,40,NA,NA,NA,-33.3,0.600000000000001,8.4,-56.2,-44.4,-10,-10,100,16.7,50,-40,-50,NA,NA,NA,NA,NA
"11","Cumberland","2270","Hopewell Twp",0,-6.3,3.2,20.2,42.9,0,NA,-23.5,-5.6,0.199999999999999,-10.3,-50.9,7.8,13.2,-17.8,-15.6,-7.7,9.8,-1.8,86.7,NA,NA,NA,NA
"11","Cumberland","2570","Lawrence Twp",-5.5,-3.5,-19.6,-6.8,0,-40,-100,16.7,-2.6,-1.8,-39.7,-8.3,-12,16.3,43.8,-41.9,1.7,15.4,-12.3,21.7,NA,NA,NA,NA
"11","Cumberland","3050","Maurice River Twp",-6,-6.7,0,7.7,0,NA,NA,-29.4,-3.4,-2.1,-16.7,32.3,0,-21.6,-14,-8.3,22.5,-17.4,-10.9,-12,NA,NA,NA,NA
"11","Cumberland","3230","Millville City",-4.8,-8.1,-2.8,-3.1,-10.9,0,0,-2.4,-0.700000000000003,-1.1,-27.1,-18.5,17.8,-14.5,2.8,-17.5,-1,1.8,-2.9,13.8,-0.5,-6.9,7.4,-0.6
"11","Cumberland","5070","Stow Creek Twp",0,-2.6,NA,33.3,NA,NA,NA,0,-4,4,7.7,-68.4,200,-33.3,0,-20,16.7,18.2,-21.4,80,NA,NA,NA,NA
"11","Cumberland","5300","Upper Deerfield Twp",-2.9,-5.2,-2.3,2.8,-10.5,-85.7,NA,5.3,-1,-0.9,1.2,13.9,15.9,-3.1,-8.1,2.7,-17.6,5.9,1.2,-26.7,NA,NA,NA,NA
"11","Cumberland","5390","Vineland City",-2.5,-4.6,-3.4,-1.8,-6.2,-6.5,-25,7.8,-57.2,-7,-28.9,-4.7,-4.4,-2.9,-5.7,-5,1.8,-7.2,2,3,0.9,9.7,4.1,-5.1
"13","Essex","0250","Belleville Town",-0.2,-3.1,3.6,0.9,-9.8,-20,0,55,20,3.1,68.3,-9.2,-12.4,-6.7,-13,-1.9,-6.3,-12.8,-7.6,24.4,6,-9.1,6.2,-4.7
"13","Essex","0410","Bloomfield Twp",-5.9,-11.2,-5.4,-2.1,-7.1,83.3,-11,-35.6,-2.1,-1.1,-41.7,0.7,-9.7,-15.4,2.7,-13.5,-2.5,-13.9,-2.6,-5.5,-3.7,1.3,-3.7,-3.5
"13","Essex","0660","Caldwell-West Caldwell",-1.6,-1.5,-4.6,-0.4,-6.9,NA,25,2.8,-0.899999999999999,-0.7,14.3,-18.4,-6.4,17.4,-10.9,8.7,-6.6,4.2,-20.4,10.2,2.3,-15.2,5,12.7
"13","Essex","0760","Cedar Grove Twp",-0.6,-2.1,32.7,11.6,-8.9,0,0,10,-0.1,0,-6.1,-15.6,15.7,24.4,-21.4,35.2,-29.3,-6.9,12.1,-10.9,5,-10.4,5.6,8.4
"13","Essex","1210","East Orange",-5.8,-11.3,-6.5,-0.7,-27.8,-3.8,7.1,14.9,-12.9,-1.7,-34,-6.8,-12.1,-1.7,2.4,-14.3,-4.4,-1.1,-7.8,7.4,0.5,-3.5,8.4,-9.1
"13","Essex","1387","Essex Co Ed Serv Comm",-7.9,0,0,-23.1,0,NA,NA,NA,-8.2,-1.2,NA,NA,-100,-100,NA,-50,200,-100,NA,-16.7,100,-53.8,0,-13
"13","Essex","1390","Essex Co Voc-Tech",-1.9,17.9,-0.9,-3,-11.8,-9.1,-10,7.8,11.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.3,-3.3,13.2,7126.7
"13","Essex","1400","Essex Fells Boro",0.4,2.4,16.7,-38.5,9.1,NA,0,-7.7,0,0,0,23.1,-7.1,-15.2,19.2,-29.3,2.6,26.7,NA,NA,NA,NA,NA,NA
"13","Essex","1465","Fairfield Twp",1.5,0,100,5,21.4,NA,NA,-20,0.2,-0.3,5.6,-24,7.6,7.9,8.8,-27.2,27.1,20,NA,NA,NA,NA,NA,NA
"13","Essex","1750","Glen Ridge Boro",-2,-2.6,10.1,0,-1.8,100,25,-10.6,0.1,0,0,-14.4,24.8,-20,0.7,-6.5,-3.5,-11.1,8.5,-10,7.9,-4.9,7.5,1.9
